card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
mason_knoy_208-Mask-of-Worldliness.jpg,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Mask of Worldliness (Roots),False,208-Mask-of-Worldliness.jpg,Roots,EE,4,2,,,Interrupt the battle. You may draw 3 and play an evil Enhancement.,,James 4:4,Evil,Rotation
mason_knoy_251-Driven-by-Spirits,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Driven by Spirits (GoC),False,251-Driven-by-Spirits,Gospel of Christ,EE,6,0,"Territory, Star",Gospel,"STAR: Topdeck a demon from deck. / EE: You may take an orange card from Reserve (or deck if you control a placed orange card). If played in battle, you may underdeck a character and this card.",Common,Luke 8:29,Evil,Rotation
mason_knoy_Angel_of_the_Lord_(I),nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,[],0,Angel of the Lord (I),False,Angel_of_the_Lord_(I),I,Dominant,,,,,Discard an Evil Character.,Deck,Acts 12:23,Good,Rotation
mason_knoy_Promo_Son-of-God-Christmas,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
mason_knoy_CoW_AB_N19-Lost-Soul---Heb-5.11-R,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,[],0,"Lost Soul ""Dull"" [Hebrews 5:11] [AB - CoW]",False,CoW_AB_N19-Lost-Soul---Heb-5.11-R,Cloud of Witnesses (Alternate Border),Lost Soul,,,,"[""Dull""]","During battle, if opponent uses a good special ability to look, reveal or search, you may search your deck for an Evil Character or evil Enhancement.",Rare,Hebrews 5:11,Neutral,Rotation
mason_knoy_158-Suicidal-Swine-Stampede,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,"['Orange', 'Crimson', 'Orange']",3,Suicidal Swine Stampede (GoC),True,158-Suicidal-Swine-Stampede,Gospel of Christ,EE / Evil Character,X (6),0 (6),,"[X = # of your demons] Animal, Generic, Gospel",EE: Discard all Evil Characters in battle to shuffle all Lost Souls in territory. / EC: You may discard this card to add a demon from territory or Reserve to battle.,Common,Luke 8:33,Evil,Rotation
mason_knoy_209-Sinning-Hand.jpg,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Sinning Hand (Roots),True,209-Sinning-Hand.jpg,Roots,EE,4,1,,Gospel,Banish a Hero. Hero’s controller may discard 4 cards from hand instead. Cannot be interrupted.,,Mark 9:43,Evil,Rotation
mason_knoy_053-Temptation-in-the-Wilderness-R,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,"['Silver', 'Orange']",2,Temptation in the Wilderness (GoC),True,053-Temptation-in-the-Wilderness-R,Gospel of Christ,GE/EE,4 (0),0 (3),Territory,Gospel,"GE: Place in territory: While a character is blocking, you may banish this card to add your Gospel angel to battle. / EE: Place on a unique demon: If you block with it, you may choose a Hero to attack.",Rare,"Matthew 4:1,11",Neutral,Rotation
mason_knoy_258-Destructive-Sin,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Destructive Sin (GoC),True,258-Destructive-Sin,Gospel of Christ,EE,0,0,"Territory, Star",Gospel,"STAR: Discard a good card from a Reserve. / EE: Withdraw all Heroes. You may place this card in territory: If opponent uses a good draw ability, you may draw 1 from bottom of deck instead.",Common,John 8:34,Evil,Rotation
mason_knoy_134-Sword-of-Light,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Silver'],1,Sword of Light (GoC),True,134-Sword-of-Light,Gospel of Christ,GE,4,2,"Weapon, Star","Gospel, Involves music",STAR: Topdeck an angel warrior from deck. / GE: Negate an evil card in a set-aside area or in play. You may discard this card to discard that card unless it is a character.,Common,Matthew 4:6 (Psalm 91:11),Good,Rotation
mason_knoy_Glad_Tidings_(I),nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Silver'],1,Glad Tidings,True,Glad_Tidings_(I),I,GE,1,4,,,Negate and discard the last evil Enhancement played in battle.,Deck,Luke 2:10-11,Good,Rotation
mason_knoy_RoJ_AB_N12-Covenant-of-Prayer-R,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,"['Silver', 'White']",2,Covenant of Prayer (RoJ AB),True,RoJ_AB_N12-Covenant-of-Prayer-R,Revelation of John (Alternate Border),Covenant,4,3,,,You may banish this card to add to hand your card that was banished by an opponent or a card from Reserve.,Rare,John 16:23,Good,Rotation
mason_knoy_247-Evil-Spawn,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Evil Spawn [GoC] (GoC),True,247-Evil-Spawn,Gospel of Christ,Evil Character,5,4,Warrior,"Demon, Generic, Gospel","You may take an orange Gospel Enhancement from deck. After battle, you may place this card on a Hero: You may underdeck this card to underdeck that Hero.",Common,John 8:44,Evil,Rotation
mason_knoy_RoJ_AB_N94-Dragons-Wrath-R,nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,"['Crimson', 'Orange']",2,Dragon's Wrath (RoJ AB),True,RoJ_AB_N94-Dragons-Wrath-R,Revelation of John (Alternate Border),EE,3,0,,,Discard all human Heroes. Any player may reveal Word of Their Testimony or Blood of the Lamb from hand instead. Ignore angels. Cannot be negated if used by Red Dragon.,Rare,Revelation 12:17,Evil,Rotation
mason_knoy_Fearfulness_(EC),nats2024_33rd_mason_knoy.txt,33,mason_knoy,1,['Orange'],1,Fearfulness (EC),True,Fearfulness_(EC),Early Church,EE,,,,X=# of evil brigades in battle,Withdraw and paralyze X Heroes in battle for X turns. Cannot be negated if more than one Hero is in battle.,Common,II Corinthians 7:6,Evil,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
mitch_stewart_Promo_Son-of-God-Christmas,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
mitch_stewart_FR-The-Second-Coming,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,The Second Coming [Fundraiser],False,FR-The-Second-Coming,Fundraiser,Dominant,,,,[May not be included in a deck with the New Jerusalem Dominant],Search deck or discard pile for a good Dominant.,Promo,Hebrews 9:28,Good,Rotation
mitch_stewart_FR-Three-Woes,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Three Woes [Fundraiser],False,FR-Three-Woes,Fundraiser,Dominant,,,,[When put in play choose to be good or evil],"Place in territory: Negate a card of a different alignment than this card for one round. Each upkeep, you may negate a card of a different alignment than this card for one round.",Promo,Revelation 9:12,Neutral,Rotation
mitch_stewart_Glory-of-the-Lord-Winner.jpg,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Glory of the Lord [2024 - Winner],False,Glory-of-the-Lord-Winner.jpg,Promo,Dominant,,,,,You may activate a Temple Artifact. Restrict players from playing Enhancements on characters (except lone priests) this turn.,Promo,II Chronicles 7:1,Good,Rotation
mitch_stewart_019-Lost-Soul-Lost-Souls.jpg,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Lost Souls"" [Proverbs 2:16-17]",False,019-Lost-Soul-Lost-Souls.jpg,Roots,Lost Soul,,,,"[""Lost Souls""]","If an O.T. Lost Soul (except a token) is put in play, you may create a Lost Soul token in a Land of Bondage.",,Proverbs 2:16-17,Neutral,Rotation
mitch_stewart_017-Lost-Soul-Hopper.jpg,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Hopper"" [II Chronicles 28:13 - RR]",False,017-Lost-Soul-Hopper.jpg,Roots,Lost Soul,,,,"[""Hopper""] Does not count as a Lost Soul for deck building rules","If drawn, give this card to an opponent’s territory.",,II Chronicles 28:13,Neutral,Rotation
mitch_stewart_121-The-Deceiver-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Orange'],1,The Deceiver (RoJ),False,121-The-Deceiver-R,Revelation of John,Evil Character,3,2,,Demon,You may exchange this card with a human Evil Character in deck or Reserve. Cannot be prevented.,Rare,II John 1:7,Evil,Rotation
mitch_stewart_063-Lost_Soul-Exodus_11-5,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Hunter"" [Exodus 11:5 - FoM]",False,063-Lost_Soul-Exodus_11-5,Fall of Man,Lost Soul,,,,"[""Hunter""]","If drawn or put in play by an opponent's special ability, you may take an O.T. Lost Soul from a deck to territory to shuffle this card.",Common,Exodus 11:5,Neutral,Rotation
mitch_stewart_K6-Lost-Soul-Dread-Exodus-15_16,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Dread"" [Exodus 15:16 - K]",False,K6-Lost-Soul-Dread-Exodus-15_16,K Starter,Lost Soul,,,,"[""Dread""]","If put in play, you may exchange a card from hand with an evil Egyptian from deck.",Starter,Exodus 15:16,Neutral,Rotation
mitch_stewart_Lost-Soul-Prosperity-3rd,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Prosperity"" [Deuteronomy 30:15] [2024 - 3rd Place]",False,Lost-Soul-Prosperity-3rd,Promo,Lost Soul,,,,"[""Prosperity""]","If drawn, you may discard a card from hand to draw 2.",National,Deuteronomy 30:15,Neutral,Rotation
mitch_stewart_22-Lost-Soul-Humble-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Humble"" [James 4:6 / Proverbs 3:34 - RoJ]",False,22-Lost-Soul-Humble-R,Revelation of John,Lost Soul,,,,"[""Humble""]","During battle, while opponent has more cards in hand than you, your cards cannot be prevented by opponents' cards.",Rare,James 4:6 (Proverbs 3:34),Neutral,Rotation
mitch_stewart_205-Lost-Soul-Distressed-Zephaniah-1_17,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Distressed"" [Zephaniah 1:17]",False,205-Lost-Soul-Distressed-Zephaniah-1_17,Prophecies of Christ,Lost Soul,,,,"[""Distressed""]",Negate characters in other territories.,Common,Zephaniah 1:17,Neutral,Rotation
mitch_stewart_K7-Lost-Soul-Exodus-15_24,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,"Lost Soul ""Grumbled"" [Exodus 15:24 - K]",False,K7-Lost-Soul-Exodus-15_24,K Starter,Lost Soul,,,,"[""Grumbled""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,Exodus 15:24,Neutral,Rotation
mitch_stewart_FR-Crowds-Choice-foil,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Crowd's Choice [Fundraiser],False,FR-Crowds-Choice-foil,Fundraiser,Dominant,,,,Gospel,Good: You may take a good card from deck or Reserve. / Evil: You may take an evil card from deck or Reserve.,Promo,Matthew 27:17,Neutral,Rotation
mitch_stewart_Angel-of-God,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Silver'],1,Angel of God [2023 - National],False,Angel-of-God,Promo,Dominant,7,12,,"[Begins as a Dominant, X = # of your wilderness Heroes]","D: Convert this card to a Hero for 1 turn. If a character is in battle, you may add that Hero to battle. / H: Negate up to X evil cards.",National,Exodus 13:21,Good,Rotation
mitch_stewart_031-Herods-Temple-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Herod's Temple (GoC),False,031-Herods-Temple-R,Gospel of Christ,Fortress,,,,Holds a Herod’s Temple Artifact,"Protect Gospel humans in territory from harm. During battle, you may reserve the top card of deck to toss all Enhancements played while your N.T. human is alone that battle.",Rare,Mark 13:1,Good,Rotation
mitch_stewart_021-Storehouse-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Storehouse [IR],False,021-Storehouse-R,Israel's Rebellion,Fortress,,,,,"Protect hand, deck, discard pile and Reserve from opponents. Each upkeep, you may take an O.T. Enhancement from Reserve.",Rare,Genesis 41:56,Evil,Rotation
mitch_stewart_L5-Wilderness-of-Sinai,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Wilderness of Sinai [L],False,L5-Wilderness-of-Sinai,L Starter,Fortress,,,,,"If put in play, you may take an Exodus Hero from deck or Reserve. If your lone Exodus Hero attacks, you may draw 1.",Starter,Exodus 19:2,Good,Rotation
mitch_stewart_020-Egypt,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Blue', 'Green', 'White']",3,Egypt,False,020-Egypt,Prophecies of Christ,Site,,,,Egyptian,"If you play this Site, you may take an evil Egyptian, a Genesis or Exodus Fortress, or a gold Curse from deck (or Reserve if 2 or more Egyptians are in play).",Common,Exodus 3:7,Neutral,Rotation
mitch_stewart_034-Golgotha,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Purple', 'Silver', 'White']",3,Golgotha (GoC),False,034-Golgotha,Gospel of Christ,Site,,,,Holds The Cross,"If put in play, you may take a Gospel character (except a Hero) from deck or Reserve. The first skull icon card used by your N.T. character each battle cannot be prevented.",Common,Matthew 27:33,Neutral,Rotation
mitch_stewart_007-Holy-of-Holies.jpg,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Holy of Holies (Roots),False,007-Holy-of-Holies.jpg,Roots,Artifact,,,,"Herod's Temple, Solomon's Temple, Tabernacle, Zerubbabel's Temple",Negate characters (except good O.T. priests).,,I Kings 8:6,Neutral,Rotation
mitch_stewart_Denarius-IJ,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Denarius (I/J+),False,Denarius-IJ,I/J+,Artifact,,,,,"You may take an evil Roman from deck or a N.T. gray Enhancement from Reserve. While you control an emperor, you may discard this card to draw 3.",,Mark 12:15,Neutral,Rotation
mitch_stewart_036-Book-of-the-Covenant-UR,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Book of the Covenant (PoC),False,036-Book-of-the-Covenant-UR,Prophecies of Christ,Artifact,,,,"Tabernacle, Temple, Holds up to 2 Covenants","You may take a Covenant from Reserve (or deck if you control a Tabernacle priest). Protect contents from evil cards. Contents cannot be negated. Each upkeep, if a Covenant is here, you may draw 1.",Ultra Rare,Exodus 24:7,Neutral,Rotation
mitch_stewart_107-Delivered,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Green', 'Teal', 'Evil Gold', 'Pale Green']",4,Delivered,False,107-Delivered,Prophecies of Christ,GE/EE,3/2,2/3,"Territory, Star",,STAR: Discard the top card of each opponent’s deck. GE/EE: Activate an Artifact from deck (or Reserve if you control an Egyptian).,Common,Isaiah 19:20,Neutral,Rotation
mitch_stewart_050-Reprimand-and-Repercussion,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['White', 'Evil Gold']",2,Reprimand / Repercussion (GoC),False,050-Reprimand-and-Repercussion,Gospel of Christ,GE/EE,5 (2),2 (3),,Gospel,Negate a card. Withdraw up to 2 opposing characters.,Common,Luke 3:19-20,Neutral,Rotation
mitch_stewart_020-Peters-Curse,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Black', 'Crimson']",2,Peter's Curse (GoC),False,020-Peters-Curse,Gospel of Christ,Curse,3,3,,,EE: Reserve a Hero. Cannot be negated by a disciple. ART: Restrict good Dominants. Cannot be negated. Limit 3 rounds.,Common,Matthew 26:74,Evil,Rotation
mitch_stewart_L51-Covenant-with-Moses,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Clay', 'White']",2,Covenant with Moses [L],False,L51-Covenant-with-Moses,L Starter,Covenant,5,2,,,GE: Negate and discard an evil card. / A: You may underdeck an Exodus Hero from discard pile or Reserve.,Starter,Exodus 19:5,Good,Rotation
mitch_stewart_055-Pharaohs-Daughter,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Purple', 'White', 'Evil Gold']",3,Pharaoh's Daughter (FoM),False,055-Pharaohs-Daughter,Fall of Man,Hero/Evil Character,2,5,Territory,"Egyptian, Royalty","You may take Moses from deck or Reserve. While all your characters of matching alignment are from Exodus, they cannot be prevented.",Common,Exodus 2:5,Neutral,Rotation
mitch_stewart_Moses_Parents_(CoW),nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Moses' Parents,False,Moses_Parents_(CoW),Cloud of Witnesses,Hero,2,2,"Territory, Cloud",,Protect Exodus and cloud Heroes from the first evil Enhancement played by an opponent each battle.,Common,Exodus 2:1-2,Good,Rotation
mitch_stewart_035-Indentured-Servant,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Indentured Servant,False,035-Indentured-Servant,Prophecies of Christ,Hero,3,3,Territory,Generic,"If your unique Exodus Hero is defeated by an opponent, you may add this Hero to battle.",Common,Exodus 21:6,Good,Rotation
mitch_stewart_030-Aaron-Peacemaker-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Clay', 'White']",2,"Aaron, Peacemaker",False,030-Aaron-Peacemaker-R,Israel's Rebellion,Hero,12,8,,"Prophet, Tabernacle High Priest, Wilderness",You may take a Tabernacle Artifact from deck. May band to Moses or a Tabernacle priest. Cannot be interrupted.,Rare,Leviticus 8:12,Good,Rotation
mitch_stewart_032-Moses-the-Servant-UR,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Green', 'White']",2,"Moses, the Servant",False,032-Moses-the-Servant-UR,Israel's Rebellion,Hero,4,10,,"Judge, Musician, Prophet, Wilderness",You may take an O.T. green or white Enhancement from deck. May band to a wilderness Hero. Cannot be negated.,Ultra Rare,Exodus 3:11,Good,Rotation
mitch_stewart_066-The-Chosen-Warriors,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,The Chosen Warriors,False,066-The-Chosen-Warriors,Israel's Rebellion,Hero,7,3,Warrior,Wilderness,"You may take a good O.T. card from Reserve. If defeated by an opponent, you may reserve this card instead to add a wilderness Hero to battle.",Common,Exodus 17:9,Good,Rotation
mitch_stewart_L26-The-Tribal-Elders,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,The Tribal Elders [L],False,L26-The-Tribal-Elders,L Starter,Hero,10,8,,Wilderness,"May band to a white Exodus Hero, or you may draw 2.",Starter,Exodus 12:21,Good,Rotation
mitch_stewart_071-Medad,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Medad,False,071-Medad,Israel's Rebellion,Hero,1,2,,Wilderness,Protect wilderness Heroes from discard abilities. You may exchange this card with a wilderness Hero from deck or play a Lost Soul from a deck.,Common,Numbers 11:26,Good,Rotation
mitch_stewart_089-Virgin-Birth,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Green', 'White']",2,Virgin Birth,False,089-Virgin-Birth,Prophecies of Christ,GE,,,Territory,,(Star) Look at the top 6 cards of deck: You may underdeck this card to take 1. (HE) Take a human Hero from Reserve (or deck if used by a female).,Common,Isaiah 7:14,Good,Rotation
mitch_stewart_Love_Righteousness_(CoW),nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Love Righteousness,False,Love_Righteousness_(CoW),Cloud of Witnesses,GE,,,Territory,Involves Music,Search deck or discard pile for a white Hero.,Common,Hebrews 1:9 (Psalm 45:7),Good,Rotation
mitch_stewart_156-Lost-Child-Found,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Lost Child Found (GoC),False,156-Lost-Child-Found,Gospel of Christ,GE,2,4,"Territory, Star","Gospel, Nativity","STAR: Play a Lost Soul from a deck. / GE: If used by a nativity Hero, interrupt the battle. Bounce up to 3 other cards (except Dominants).",Common,Luke 2:46,Good,Rotation
mitch_stewart_073-Inhabitants-Driven-Out,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Inhabitants Driven Out,False,073-Inhabitants-Driven-Out,Israel's Rebellion,GE,5,2,,,"If used by a wilderness Hero, interrupt the battle. Bounce all Evil Characters. You may take an O.T. white card from Reserve.",Common,Exodus 23:31,Good,Rotation
mitch_stewart_075-Increasing-Numbers,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Increasing Numbers [IR],False,075-Increasing-Numbers,Israel's Rebellion,GE,3,4,,,"If used by a wilderness Hero, negate other Enhancements. You may take up to 2 wilderness Heroes from deck.",Common,Exodus 1:7,Good,Rotation
mitch_stewart_185-Emperor-Augustus.jpg,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Gray'],1,Emperor Augustus (Roots),False,185-Emperor-Augustus.jpg,Roots,Evil Character,10,11,Warrior,"Gospel, Nativity, Roman Emperor",Opponent must discard a N.T. card from hand. May band to a N.T. Roman (except an emperor).,,Luke 2:1,Evil,Rotation
mitch_stewart_,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Herod's Guard (GoC),False,,,,,,,,,,,,
mitch_stewart_206-Herod-the-Great-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Herod the Great (GoC),False,206-Herod-the-Great-R,Gospel of Christ,Evil Character,12,10,Warrior,"Edomite, Herod, Roman King","You may discard a random card from a Reserve. If you do not, you may play Herod’s Temple or a Herod from deck. You may choose a Hero to attack. Cannot be negated.",Rare,Matthew 2:7,Evil,Rotation
mitch_stewart_213-Herod-Antipas,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Herod Antipas (GoC),False,213-Herod-Antipas,Gospel of Christ,Evil Character,4,3,Warrior,"Gospel, Herod, King, Roman","Evil N.T. Enhancements used by this card are regardless of protect abilities. May band to Herodias, or if blocking, you may take an evil N.T. card from a Reserve. Cannot be prevented.",Common,Luke 3:19,Evil,Rotation
mitch_stewart_208-Herod-Archelaus-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Herod Archelaus (GoC),False,208-Herod-Archelaus-R,Gospel of Christ,Evil Character,9,10,"Warrior, Star","Herod, Roman King","STAR: Topdeck a Dominant from each hand. / EC: Protect this card from lone Heroes and opponents’ Dominants. If blocking, you may discard a good card from a Reserve. Cannot be prevented.",Rare,Matthew 2:22,Evil,Rotation
mitch_stewart_207-Herod-Agrippa-I,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Herod Agrippa I (GoC),False,207-Herod-Agrippa-I,Gospel of Christ,Evil Character,11,9,Warrior,"Herod, King, Roman","Negate a card. While more than one Hero is in battle, protect this card from Heroes and opponents’ Dominants. Cannot be prevented.",Common,Acts 12:1,Evil,Rotation
mitch_stewart_RoJ_AB_N89-Outsiders-1,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Black', 'Evil Gold']",2,Outsiders (Black/Gold) (RoJ AB),False,RoJ_AB_N89-Outsiders-1,Revelation of John (Alternate Border),Evil Character,X,X,,"Generic, Genderless, X = # of opponent's good brigades","You may draw X. If blocking and opponent has more cards in play than you (except Lost Souls), you may draw and/or underdeck up to X cards instead. Cannot be prevented by a good card.",Common,Revelation 22:15,Evil,Rotation
mitch_stewart_165-Duplicity,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Evil Gold', 'Gray']",2,Duplicity (GoC),False,165-Duplicity,Gospel of Christ,EE,4,2,Star,X = # of meek Lost Souls that player controls,STAR: Topdeck a N.T. Artifact from Reserve. EE: Interrupt the battle. You may play an evil Enhancement from Reserve. Each player may draw X (limit 3).,Common,Mark 12:14,Evil,Rotation
mitch_stewart_No_Straw_(CoW),nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,No Straw!,False,No_Straw_(CoW),Cloud of Witnesses,EE,3,3,,,"If more than one Hero is in battle, either this card gains cannot be negated or you may return it to hand after battle. If used by a single brigade character, topdeck all Heroes in battle.",Common,Exodus 5:7,Evil,Rotation
mitch_stewart_225-Futile-Inquisition,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Futile Inquisition (GoC),False,225-Futile-Inquisition,Gospel of Christ,EE,0,6,Star,Gospel,"STAR: Discard a good card from a Reserve. / EE: If used by a N.T. character, end the battle in a stalemate.",Common,Luke 23:8-9,Evil,Rotation
mitch_stewart_Mayhem-2020-P,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,[],0,Mayhem (2020 Promo),False,Mayhem-2020-P,Promo,Dominant,,,,,"Each player must shuffle their hand, or 6 cards at random from hand. Each player who does must draw 6.",Promo,Isaiah 59:7,Evil,Rotation
mitch_stewart_210-Herods-Executioner,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Herod's Executioner (GoC),True,210-Herods-Executioner,Gospel of Christ,Evil Character,7,8,Warrior,"Generic, Gospel","If blocking, you may equip an evil gold weapon from Reserve or discard a good card from opponent’s Reserve. May band to a Herod to protect that Herod from opponents.",Common,Mark 6:27,Evil,Rotation
mitch_stewart_LoC_218-Foreign-Horses-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Brown', 'Evil Gold', 'Pale Green']",3,Foreign Horses (LoC),True,LoC_218-Foreign-Horses-R,Lineage of Christ,EE,2,2,Weapon,,"Interrupt the battle. You may draw 2. If opponent used a draw or search ability this turn, you may play an evil Enhancement. Cannot be negated if a good warrior is in battle.",Rare,II Kings 18:23-24,Evil,Rotation
mitch_stewart_220-Contagious-Fear,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['Evil Gold'],1,Contagious Fear (GoC),True,220-Contagious-Fear,Gospel of Christ,EE,3,2,Star,,STAR: Reserve the top card of a deck. / EE: Reserve an evil N.T. human in battle to protect Lost Souls from rescue.,Common,Matthew 2:3,Evil,Rotation
mitch_stewart_LR58-Romans-Destroy-Jerusalem,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Brown', 'Evil Gold', 'Crimson', 'Black', 'Gray', 'Orange', 'Pale Green']",7,Romans Destroy Jerusalem (GoC),True,LR58-Romans-Destroy-Jerusalem,Gospel of Christ,EE,6,0,,,"If used by a Roman, discard all N.T. Heroes and all Fortresses (except Rome). Cannot be negated.",Legacy Rare,Matthew 24:2,Evil,Rotation
mitch_stewart_LoC_136-Faith-Unbowed-R,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Silver', 'White']",2,Faith Unbowed (LoC),True,LoC_136-Faith-Unbowed-R,Lineage of Christ,GE,4,1,Territory,,"Interrupt the battle. Withdraw all Evil Characters. If used by a Daniel Hero, you may banish this card to protect neutral cards and your good cards from evil cards this turn.",Rare,Daniel 3:18,Good,Rotation
mitch_stewart_077-Plague-of-Frogs,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Good Gold', 'Green', 'White']",3,Plague of Frogs (GoC),True,077-Plague-of-Frogs,Gospel of Christ,GE,1,2,Territory,Plague,"If used by an Exodus Hero, you may draw X. If played in battle, bounce up to 1 character controlled by each player. Regardless of protect abilities.",Common,Exodus 8:6,Good,Rotation
mitch_stewart_007-Covenant-with-Abraham,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Blue', 'Green', 'Silver']",3,Covenant with Abraham (PoC),True,007-Covenant-with-Abraham,Prophecies of Christ,Covenant,3,4,,,GE: Convert an evil human in battle. Underdeck an evil non-human in battle. ART: You may take a Hero or Site from Reserve or reserve this card.,Common,Genesis 12:2,Good,Rotation
